Ben,Tum
0.09041372,0.3079093
0.01712732,0.3914051
0.000575731,0.2163382
0.07894025,0.2065109
0.00512578,0.2427759
0.1544336,0.4078923
0.5046489,0.2955937
0.01490539,0.3603695
0.2369563,0.2621883
0.005401939,0.1495087
0.2749046,0.4223845
0.1964074,0.3887794
0.02838079,0.202019
0.02255704,0.2772529
0.1924229,0.2486503
0.5063034,0.3261331
0.1889957,0.1593949
0.004115216,0.1045074
0.1156513,0.2533484
0.03746867,0.4751264
0.2344583,0.3147092
0.03089679,0.1902489
0.5679753,0.3187217
0.6031131,0.1240527
0.07987415,0.3372846
0.01194039,0.1897541
0.5665319,0.2425607
0.0614637,0.3986352
0.2141765,0.2603097
0.000231884,0.2849245
0.1064744,0.1406303
0.05701111,0.3122644
0.01847652,0.2169468
0.2140814,0.2347426
0.04199286,0.4011097
0.06471091,0.3033666
0.1607919,0.2375331
0.1198959,0.2166456
0.1798641,0.3322522
0.3311519,0.1783514
0.01375864,0.4832463
0.04038919,0.4023041
0.06079111,0.196602
0.222696,0.2819643
0.0497919,0.08810385
0.5741933,0.3259914
0.2293295,0.1820535
0.3554065,0.1574171
0.02840285,0.2592524
0.2455279,0.3128115
0.003450359,0.260162
0.000143838,0.3368849
5.40E-05,0.2947948
0.000982591,0.2696415
0.09560183,0.2837195
0.1727899,0.2962668
0.001093394,0.2719684
0.2143793,0.2597528
0.01870384,0.1148235
0.152026,0.2112271
0.07063985,0.354817
0.2548431,0.2542109
0.259135,0.2986884
0.001205278,0.3567204
0.1761955,0.1969115
0.000470805,0.2650194
0.1276141,0.3310881
0.1547704,0.1580882
2.733075,0.1629604
0.006312989,0.3872492
0.2209432,0.2243495
2.29E-05,0.2061348
0.0193721,0.1117231
0.002774076,0.3208777
0.06404297,0.3343521
0.0616444,0.3272564
0.2845418,0.2944464
0.05924286,0.2681056
0.05604394,0.1847498
0.04882884,0.1443873
0.148417,0.1786148
0.1851658,0.3873984
0.00013514,0.298556
0.0566976,0.1723553
0.01841293,0.2337237
0.05485078,0.2667656
0.06711851,0.336843
0.000661657,0.2381593
0.1131629,0.2662449
0.1753716,0.1515971
0.3052227,0.3714813
0.2464743,0.304507
0.0897802,0.375505
0.000182113,0.307472
0.1436191,0.2740035
0.2405038,0.08656953
0.1030209,0.3573522
0.4412748,0.2075275
0.6621203,0.3904131
0.2675609,0.2384124
0.02712444,0.2157521
0.000750752,0.4435198
0.1328452,0.2444988
0.1106706,0.1964831
0.0707269,0.05544939
0.06765192,0.455269
0.03422526,0.1770029
0.05939029,0.3785281
0.1105291,0.2467342
0.3308292,0.3636425
0.08098288,0.2473542
0.000491586,0.3581323
0.02293888,0.2998144
0.06546082,0.303634
0.05968221,0.2999232
0.002660616,0.307403
0.2645491,0.2332449
0.17193,0.2887791
0.1481604,0.2433458
0.1353586,0.364606
0.04968958,0.2933873
0.1768443,0.1898509
0.003250609,0.1958853
0.01291409,0.05216263
0.02574433,0.1717294
0.1037331,0.3019167
0.000925825,0.141983
0.01914057,0.2047761
0.04456656,0.2937962
0.4383955,0.3631435
0.04489247,0.3211155
0.04369517,0.3606241
0.001978686,0.2375516
0.06777762,0.2528144
0.2680945,0.2583755
0.01482823,0.328992
0.00459338,0.1418929
0.01513712,0.1995794
0.002210981,0.2725755
0.5019803,0.2792106
0.000728408,0.1576824
0.03333967,0.2003274
0.01069189,0.3160355
0.01047903,0.2607471
0.08885828,0.1398472
0.0656691,0.4723472
0.1209847,0.2133129
0.4316215,0.2484047
0.04383211,0.2927898
0.2868105,0.2331487
0.1203532,0.287961
0.1369645,0.3258939
0.0470472,0.203878
0.02558391,0.2292674
0.02297871,0.1849659
0.003576426,0.3909012
0.4630227,0.3864912
0.03444226,0.3258049
0.2788295,0.345568
0.000731601,0.2744866
0.01170732,0.3011776
0.02134226,0.2750836
0.04269789,0.2450253
0.2273305,0.3044704
0.00252654,0.4148438
0.1711742,0.124114
0.002141215,0.3070035
0.01993348,0.222622
0.05206771,0.2716838
0.2188288,0.2367603
0.1636079,0.2623399
0.001554259,0.3690988
0.01169355,0.2071017
0.005270307,0.3330904
0.1174792,0.1400687
0.1315139,0.3724698
0.3001592,0.2926253
0.05875663,0.3036932
0.001039182,0.2073544
0.1782976,0.1966465
0.03940359,0.2575419
0.2797432,0.3039186
0.002693513,0.2810272
0.05943769,0.2405797
0.08114994,0.2583328
0.04526223,0.2369358
0.1558722,0.2823164
0.088143,0.2424383
0.1854308,0.2224292
4.90E-07,0.1449046
0.007431166,0.2690026
0.07737939,0.2960979
4.39E-05,0.2033664
0.07303996,0.2753884
0.2101739,0.3795853
0.0658638,0.2780686
0.08783484,0.2636036
0.05795516,0.1418582
0.0621406,0.3336827
0.2272087,0.3151658
0.02106591,0.1654561
0.1660878,0.2639671
0.06445752,0.229051
0.03934344,0.3917173
0.1192789,0.206697
0.1522409,0.33503
0.000660286,0.186949
0.02329598,0.2610503
0.1132,0.3010183
0.02140302,0.2508646
0.1555209,0.3026576
0.2162187,0.3133808
0.2102224,0.2574098
0.627988,0.1384469
0.0199384,0.2179055
0.07681202,0.3353282
0.01977548,0.1750658
0.06908997,0.2772403
0.2653258,0.1814177
0.01723339,0.3037169
0.1555297,0.2259646
0.3074513,0.1781607
0.3620707,0.3266071
2.11E-05,0.2137157
0.5731162,0.08232735
0.8591188,0.3183199
0.01503957,0.3470178
0.0503761,0.2086603
0.2380839,0.1802798
1.347115,0.3415343
0.07673216,0.4452218
0.1684486,0.1978295
0.1248361,0.3993622
0.003469815,0.3979031
0.0383827,0.3277164
0.4182512,0.157472
0.35729,0.2789913
0.04452597,0.1657879
0.5556821,0.2466754
0.02384266,0.2468443
0.03306967,0.4310273
0.07342884,0.2967297
0.1714762,0.3041329
0.1490744,0.1806127
0.07591954,0.2747929
0.3231286,0.3473717
0.3312366,0.31842
0.0544545,0.286959
0.0274754,0.3182711
0.007820095,0.3507158
0.0814126,0.3414862
0.1439055,0.2776395
0.08126627,0.2904891
0.8137956,0.2503471
0.03095331,0.2853439
0.02884554,0.4417858
0.1156245,0.2424157
0.004538371,0.2807219
0.002668746,0.2826859
0.04398781,0.2142766
0.02159245,0.3081309
0.2788946,0.2744417
0.001892237,0.2171589
0.4101347,0.195591
0.7090322,0.1396666
0.09370528,0.317371
0.4201071,0.2561068
0.2287318,0.2506655
0.1932331,0.2041675
0.02732452,0.2803186
0.08728566,0.2943756
0.1444892,0.2484186
0.01476834,0.1499114
0.1394671,0.2088143
0.3493638,0.2777663
0.02298191,0.2647318
0.3931616,0.1955309
0.02322907,0.2073401
2.34E-05,0.4076736
0.1752366,0.2637197
0.2728175,0.2438129
0.4928501,0.2321776
0.01514704,0.2486743
0.02557167,0.2339181
0.000369503,0.1673044
0.2273279,0.2648358
0.1628557,0.307666
0.1697171,0.2511414
0.04939944,0.2872559
0.2220694,0.2874757
0.2574491,0.2935775
1.031435,0.3073162
0.06458767,0.212323
0.000323905,0.2986538
0.5210969,0.3510691
0.00211411,0.1599528
0.01098851,0.2727717
0.74363,0.2365623
0.1990451,0.3679395
0.428625,0.336864
0.06439676,0.2943011
0.05794654,0.176156
0.0721066,0.2536184
0.003039731,0.4407992
0.02523898,0.2603736
0.01516173,0.424155
0.003975508,0.3218857
0.003861932,0.3238625
0.2472145,0.3568151
0.2944993,0.2700933
8.41E-06,0.2958128
0.06724812,0.3838022
0.04411543,0.2758603
0.05225592,0.2839191
0.07268253,0.2603736
0.2657261,0.3418352
0.02443191,0.2435735
0.00113728,0.3777469
0.1790269,0.1539691
0.2408943,0.1813738
1.015221,0.325909
0.9536167,0.2727338
0.000637474,0.2820327
0.06395455,0.1980071
0.7283507,0.2236724
0.009838796,0.2173207
0.1201367,0.3109246
0.05099498,0.1889888
0.00177274,0.3843758
0.01727797,0.3268478
0.7576106,0.3490473
0.08083958,0.2189127
0.004067812,0.3070381
0.02657804,0.3554072
0.6470004,0.1983159
0.1323535,0.3919796
0.07643414,0.174103
0.03576599,0.3302933
0.02875437,0.2050837
0.1489146,0.2843684
0.06228633,0.2971135
0.01013636,0.3451457
0.02379463,0.2029909
0.05629462,0.2570518
0.4577165,0.3118586
1.45E-05,0.1897204
0.006195824,0.271799
0.3969342,0.3234085
0.04259926,0.3197205
0.004427265,0.1886316
0.02237566,0.3580909
0.05730206,0.1711307
1.010197,0.3093628
0.3929027,0.2767676
0.3290403,0.1958876
0.07696424,0.2992877
0.04209526,0.3533871
0.09064925,0.348092
0.002726393,0.269111
0.4813746,0.2993119
0.06843087,0.2922593
1.060804,0.2379625
0.2589596,0.1941389
0.114962,0.2802552
0.2803179,0.3292104
0.4134318,0.2919973
0.4649211,0.2436399
0.037631,0.3176795
0.0570678,0.3864281
0.000384414,0.3601945
0.1653946,0.3358593
0.4119332,0.1975003
0.05730017,0.1938039
0.000424952,0.1789507
0.2608164,0.3258016
0.09377041,0.2248933
5.25E-05,0.3579784
0.02113293,0.1935934
0.01146315,0.2701107
0.3554041,0.2880237
0.3281098,0.2113586
0.5243276,0.341315
0.01699099,0.2575326
0.1084943,0.2036697
0.1486618,0.3591954
0.5032999,0.3497142
0.01519954,0.3150467
0.02640037,0.3005857
0.00011316,0.2546393
0.02002737,0.2773516
0.01247327,0.284566
0.157376,0.3156511
0.008737346,0.2591506
0.03821965,0.2429622
0.3105477,0.3036436
0.05967751,0.3603831
0.2044153,0.2302125
0.008557481,0.1788546
0.01062928,0.1872497
0.2441713,0.2897381
0.06795576,0.2813813
0.147284,0.2891073
0.03246206,0.296008
0.08273494,0.2371413
0.1501047,0.3716458
0.3514086,0.3103251
0.02573175,0.3010809
0.02530945,0.1751129
0.05648151,0.2964808
0.1792405,0.1326397
0.5719248,0.2948182
0.1212263,0.3903853
0.05488131,0.3600482
0.1617007,0.201873
0.04309641,0.3016921
0.2074223,0.2596295
0.003303437,0.2074217
0.2313346,0.209897
0.02207122,0.2872384
0.1727761,0.1955663
0.4764023,0.3054409
0.02172877,0.2930721
0.01326687,0.3768587
0.001400131,0.1716592
0.9050064,0.2302736
0.000626026,0.219077
0.04662296,0.2595559
0.04076062,0.2318865
0.03786991,0.2713308
0.07540306,0.1789929
0.007426518,0.2623381
0.09811073,0.3327798
0.1169673,0.1922761
0.7050153,0.2611537
0.00525534,0.2998833
0.06256262,0.2254464
0.02142247,0.4000905
0.01521705,0.27102
0.6915174,0.3455601
0.01032317,0.2480571
0.2848829,0.2535804
0.000883425,0.1338498
0.005685527,0.3014318
0.05588699,0.1728159
0.01050975,0.212857
0.077928,0.3961606
0.002928181,0.3980976
0.009500593,0.3089241
0.119236,0.3170546
0.9493245,0.3543881
0.07141825,0.366369
0.09197166,0.2517934
0.2312888,0.2822219
0.00038901,0.2239424
0.08010345,0.1684564
0.08463684,0.2205011
0.6525389,0.2204094
0.000112383,0.2564736
0.1104516,0.3643607
0.3291995,0.3446297
0.2541455,0.2690145
0.1861352,0.4063934
0.0944445,0.1673408
0.09892975,0.1643595
0.01053681,0.3447398
0.1728477,0.2764902
1.99E-06,0.1909534
0.1393745,0.4452706
0.001156168,0.3441629
0.4690606,0.330288
0.02584865,0.1789116
0.3266648,0.1812753
0.1220726,0.2630377
0.2938578,0.252933
0.5044018,0.195492
0.5498334,0.3817116
0.1044846,0.242857
1.695553,0.2824942
0.4209124,0.172694
0.3510985,0.2398404
0.00356184,0.350802
0.1280953,0.2501776
0.04622018,0.3535669
0.2899656,0.3740538
0.9300998,0.2585111
0.1284544,0.435001
0.06413404,0.3655633
0.2102502,0.2202857
0.06734654,0.3476042
0.1256125,0.2429036
0.02491843,0.2582668
0.117267,0.2884923
0.3284408,0.2962101
0.1366957,0.251727
0.00258941,0.2350098
0.07583115,0.3314809
0.01582735,0.2619855
0.2775882,0.2433689
0.1183251,0.3278073
0.2726926,0.3063963
0.01136824,0.2001896
0.3769825,0.1664951
0.5404958,0.1343568
0.1983227,0.3717909
0.1766625,0.3260645
0.0093931,0.3507256
0.02591172,0.3474418
0.4324301,0.2736751
0.002580342,0.2912765
0.01494124,0.3196344
0.08491782,0.1192125
0.718332,0.3283963
0.7354235,0.1091941
0.06350209,0.256079
0.2795122,0.2836821
0.08227401,0.2258484
0.07151527,0.4039665
0.2737966,0.2991892
0.1866859,0.2746531
0.002702673,0.3560041
0.03299916,0.2738277
0.03984454,0.1572992
0.3695513,0.2452935
0.02808433,0.3576355
0.01805263,0.2901346
0.005691042,0.2723487
0.5398172,0.2124654
0.04222755,0.2682272
0.209012,0.4085013
0.1620996,0.2069367
0.1888163,0.2063958
0.1636959,0.2781461
0.5831032,0.275327
0.03596742,0.1630336
0.2994126,0.2932647
0.000867436,0.2110073
0.02725636,0.2496729
0.01595798,0.3312405
0.008085082,0.2877153
0.0123312,0.3133903
0.0991319,0.2610104
0.009347226,0.2899138
0.003851813,0.2498558
0.0802379,0.2137181
0.4676932,0.1992912
0.1663053,0.1249053
0.05561094,0.2686884
0.09892258,0.2867206
0.07584012,0.3799879
0.04388502,0.3907752
0.1568445,0.3268721
0.05979458,0.1890534
1.014838,0.3390588
0.3788471,0.3472584
0.1633526,0.3069285
0.03305869,0.3964387
0.582338,0.3389042
0.01598083,0.3142286
0.2332741,0.2421297
0.2606004,0.2048137
0.01917717,0.23734
0.00825337,0.3707154
0.02139943,0.2984735
1.662832,0.2803629
0.04900186,0.3052289
0.08584359,0.244512
0.01716459,0.1528458
0.1000496,0.2614395
0.2113885,0.3700045
0.5016099,0.333328
0.005595694,0.2665226
0.003333254,0.1957928
0.5452446,0.2391437
0.007104627,0.317659
0.09565545,0.1568602
0.1302366,0.349705
0.05396547,0.2602314
0.1765164,0.4025352
0.00346826,0.2167126
0.0791803,0.2766536
0.1017631,0.2706148
0.000130804,0.2966475
5.04E-05,0.3597376
0.04092371,0.2272465
0.09795526,0.2172585
0.3485401,0.3820159
0.004086684,0.1431586
0.08818451,0.2315349
0.007355546,0.2726808
0.05190932,0.2368517
0.06757911,0.3185876
0.000823095,0.2413263
3.48E-05,0.3810242
0.3716686,0.2396968
0.1782756,0.3062973
0.802707,0.3145503
0.4161151,0.3027788
1.054384,0.2876484
0.01693575,0.3230265
0.2067087,0.4009735
0.001042974,0.3208537
0.02028106,0.1927076
1.297595,0.1642295
0.9615559,0.2424957
0.06065656,0.3167301
0.001443578,0.2002919
0.2107355,0.1246133
0.4338671,0.2944481
0.8623124,0.294546
0.4022744,0.2811006
0.000129491,0.3091207
0.04135802,0.307781
0.076709,0.2266807
0.4729619,0.3199285
0.07822046,0.2788722
0.02021464,0.1452514
0.6750706,0.1213753
0.09094616,0.3474362
0.3228128,0.3093371
0.01324832,0.3225366
0.003305141,0.1849711
0.08912188,0.2188293
0.01990671,0.3803399
0.04226818,0.4014301
0.1644145,0.2040092
0.02173475,0.2685156
0.06214627,0.2253713
0.07310759,0.3072435
0.07656959,0.2313567
0.01074563,0.3369757
0.1348402,0.3763704
0.6205762,0.2426772
0.1257071,0.2452105
0.2881911,0.3396225
0.01736563,0.2966986
0.003362705,0.3665525
0.1872755,0.2115292
0.2191088,0.3373214
0.2662769,0.3126563
0.1523745,0.3477666
0.002843292,0.211624
0.83905,0.3507476
0.2134779,0.2513513
0.2590052,0.2870805
0.03216953,0.3399182
0.2634933,0.190565
0.0273383,0.1837405
0.9639833,0.2368445
0.08106943,0.2950755
0.8641136,0.2260095
0.06465752,0.2484019
0.0053858,0.4184647
0.6296748,0.1728178
0.02499832,0.1573442
0.001826629,0.2563045
0.003965736,0.2627319
0.9615513,0.3115747
0.2785267,0.2752659
0.1042044,0.3065385
0.2609774,0.1919195
0.4266912,0.2140919
0.4496604,0.3311097
0.8009337,0.2735539
0.5729085,0.3266347
0.01747868,0.3203741
0.01116923,0.2480566
0.1731419,0.2238828
0.01010207,0.289084
0.08896964,0.2440037
0.3838236,0.3420143
0.01065371,0.35393
0.03786057,0.3655086
0.01642387,0.2836835
0.01266139,0.2520561
0.1372239,0.2819995
0.06175086,0.2375787
0.4400593,0.4425982
0.1139718,0.3006768
0.02338758,0.3108371
0.2471569,0.3218908
0.1132959,0.3119512
0.07623867,0.1463357
0.1053081,0.2035288
1.157517,0.2939334
0.5258398,0.2216202
1.625338,0.2127526
0.1616961,0.1898397
0.006897204,0.3984038
0.1072539,0.263254
0.06782637,0.282774
0.000128426,0.329244
0.1940636,0.3764637
0.07759444,0.2929817
0.01728141,0.2762147
0.111687,0.14079
0.1637517,0.1608371
0.331525,0.3095673
0.009956535,0.347698
0.3140894,0.3602835
0.0911977,0.1802433
0.6435585,0.2963496
0.1091778,0.1346901
0.09851033,0.1611652
0.0959648,0.2269743
0.000268036,0.2296718
0.000272739,0.1693853
0.2121319,0.2890235
0.5822445,0.2396047
0.04796014,0.2303041
